respondent_id,age,gender,field_of_study,sleep_hours,physical_activity_hrs_per_week,caffeine_intake_mg_per_day,academic_stress_level_1_10,resting_heart_rate_bpm,diet_quality_1_10,pre_exam_anxiety_level_1_10,screen_time_hrs_per_day,social_media_hrs_per_day,screen_time_before_bed_minutes,notifications_per_day,uses_productivity_app,favorite_content_type,study_hours_per_week,procrastination_level_1_10,frequently_procrastinates,class_attendance_percent,late_assignments_per_semester,gpa,family_academic_achievement_history,takes_extra_tutoring,major_life_event_this_semester,digital_academic_wellbeing_level
STU-02934,28,Other,Other Program,4.3,0.0,565.0,10,119,2,8,8.9,3.8,0,75,No,Entertainment,18.2,8,Yes,78.6,5,2.46,Yes,No,Yes,Low
STU-02935,43,Other,Electrical Engineering,7.8,2.2,538.0,10,62,4,5,13.4,7.2,8,0,Yes,Gaming,2.3,1,No,95.4,0,2.39,Yes,No,Yes,Medium
STU-02936,20,Other,Information Systems,7.2,0.3,120.0,8,107,8,3,15.1,3.4,20,75,Yes,Education,2.3,3,No,97.1,1,2.32,No,No,No,High
STU-02938,21,Male,Computer Science,6.6,1.3,169.0,8,108,6,4,12.5,1.7,22,38,Yes,Entertainment,9.1,1,Yes,85.8,2,2.47,No,Yes,No,High
STU-02939,31,MALE,Biology/Science,4.5,0.1,410.0,8,111,2,10,10.7,3.8,66,112,No,Social Media/Trends,13.6,3,No,99.5,3,2.92,Yes,No,Yes,Medium
STU-02940,52,Female,Other Program,6.7,0.2,267.0,2,72,9,1,11.6,1.3,25,0,No,News,0.0,10,Yes,79.3,7,1.96,No,Yes,Yes,Low
STU-02942,46,Male,Education,5.3,3.6,276.0,1,80,9,3,2.8,2.1,37,150,Yes,News,4.5,8,Yes,,3,2.45,No,No,Yes,Medium
STU-02945,44,MALE,Other Program,7.4,6.4,216.0,5,88,6,2,6.3,3.4,19,112,Yes,Social Media/Trends,,5,No,97.1,3,2.85,Yes,Yes,Yes,High
STU-02946,31,Other,Education,7.4,2.3,219.0,9,102,9,5,9.8,0.8,35,-5,Yes,Education,6.8,5,No,70.2,5,2.44,Yes,No,No,Low
STU-02948,26,Other,Electrical Engineering,6.9,1.0,362.0,9,113,2,4,8.9,0.8,0,112,Yes,Social Media/Trends,2.3,6,Yes,69.7,1,2.47,No,No,No,Medium
STU-02949,44,Female,Electrical Engineering,7.0,4.4,381.0,6,64,9,3,3.6,0.0,55,75,Yes,Social Media/Trends,0.0,7,Yes,83.4,3,2.78,No,No,Yes,High
STU-02950,59,Other,Sports Science,6.2,2.9,54.0,4,114,4,5,13.4,6.7,41,0,Yes,Education,4.5,6,No,91.4,2,2.37,Yes,No,No,Low
STU-02951,35,Female,Information Systems,6.4,5.6,,1,88,9,1,12.5,,96,0,No,Education,2.3,2,No,90.0,3,2.47,No,No,No,Medium
STU-02952,57,Female,Culinary Arts,7.7,3.4,271.0,7,70,6,5,4.5,1.3,84,150,Yes,Social Media/Trends,6.8,10,Yes,92.0,7,2.62,Yes,No,Yes,Medium
STU-02954,30,Male,Medicine,5.7,4.6,576.0,7,60,9,5,9.8,6.7,54,38,Yes,Entertainment,2.3,5,No,78.4,8,2.35,Yes,Yes,No,Medium
STU-02955,53,male,Education,7.1,3.0,172.0,4,84,6,3,9.8,0.8,0,150,Yes,News,9.1,8,Yes,88.7,4,2.34,Yes,No,Yes,High
STU-02956,64,Other,Law,5.1,2.3,318.0,2,85,9,4,13.4,5.9,45,112,No,Gaming,4.5,9,Yes,73.5,4,2.4,Yes,Yes,Yes,Low
STU-02957,42,Other,Culinary Arts,6.4,2.0,151.0,5,98,1,5,13.4,1.3,13,75,Yes,Social Media/Trends,4.5,3,Yes,69.1,2,2.69,No,Yes,No,High
STU-02958,44,Male,Biology/Science,7.0,1.2,559.0,5,99,1,4,12.5,7.2,8,112,Yes,Entertainment,4.5,3,Yes,93.7,2,2.54,Yes,No,No,High
STU-02959,32,Other,Information Systems,7.1,6.4,129.0,3,103,6,3,6.3,8.0,66,112,No,Education,0.0,4,No,86.7,3,2.35,No,No,No,Low
STU-02960,26,Female,Culinary Arts,6.1,7.1,272.0,4,72,9,3,11.6,3.4,46,150,No,Education,4.5,5,No,84.5,7,2.67,Yes,Yes,Yes,Low
STU-02961,56,Male,Computer Science,9.5,6.1,264.0,3,84,10,1,15.1,6.3,6,150,No,Gaming,18.2,7,No,71.6,3,2.54,Yes,No,Yes,High
STU-02963,47,Male,Biology/Science,6.0,1.3,503.0,10,64,2,5,4.5,1.7,59,112,Yes,Social Media/Trends,6.8,8,Yes,80.3,9,2.43,Yes,No,Yes,Low
STU-02964,21,Male,Computer Science,7.1,1.2,347.0,6,93,8,4,7.2,7.6,0,38,No,Gaming,0.0,5,No,68.2,3,2.14,Yes,Yes,Yes,Low
STU-02966,48,Other,Nursing,6.3,1.9,391.0,8,109,3,4,1.9,0.8,51,75,Yes,Gaming,0.0,8,Yes,75.1,4,2.23,No,No,Yes,Medium
STU-02968,43,Female,Nursing,9.3,1.9,261.0,10,72,6,5,15.1,7.2,23,38,Yes,Gaming,4.5,6,No,74.7,7,1.94,No,No,No,Medium
STU-02969,56,Male,Computer Science,5.6,1.8,,8,114,5,5,16.0,3.8,17,75,No,Social Media/Trends,4.5,4,No,80.3,2,2.05,Yes,Yes,Yes,Low
STU-02970,46,Other,Law,6.0,1.2,288.0,10,64,7,7,4.5,8.0,24,0,Yes,Social Media/Trends,11.4,9,No,74.5,7,2.44,Yes,No,Yes,Low
STU-02971,37,Other,Sports Science,6.0,1.7,181.0,2,105,10,1,16.0,5.9,0,0,Yes,Entertainment,2.3,2,No,77.6,6,2.12,No,No,No,Medium
STU-02972,55,Male,Computer Science,6.4,5.4,203.0,8,113,10,4,7.2,7.6,75,38,Yes,News,2.3,7,Yes,80.0,1,2.15,No,Yes,Yes,Low
STU-02973,47,Other,Computer Science,7.0,1.1,163.0,10,94,10,6,9.8,2.5,59,150,No,News,9.1,10,Yes,78.5,3,2.35,Yes,No,No,Low
STU-02974,52,Female,Education,6.4,2.4,,4,108,4,3,6.3,8.0,68,150,No,Social Media/Trends,13.6,7,No,86.1,4,3.01,Yes,No,Yes,Low
STU-02975,20,Male,Biology/Science,7.8,0.2,487.0,5,77,5,4,14.2,2.9,79,75,No,Education,9.1,1,Yes,61.0,2,2.57,Yes,No,No,Medium
STU-02976,31,Other,Sports Science,6.7,4.8,223.0,8,90,8,4,2.8,4.6,29,150,Yes,Social Media/Trends,9.1,7,No,79.1,3,2.32,Yes,No,No,Medium
STU-02978,59,Male,Information Systems,8.2,3.7,353.0,6,106,4,4,12.5,5.9,12,75,Yes,Gaming,6.8,10,Yes,62.0,9,2.01,No,Yes,Yes,Low
STU-02979,29,Female,Nursing,6.5,4.0,315.0,3,73,3,2,11.6,3.8,43,112,No,News,2.3,9,No,70.9,5,2.48,Yes,No,Yes,Low
STU-02980,59,Female,Visual Communication Design,7.8,1.9,239.0,2,88,7,2,16.0,7.6,78,38,,Social Media/Trends,0.0,3,Yes,92.9,0,2.24,No,Yes,No,Medium
STU-02981,64,Male,Computer Science,6.7,4.1,117.0,5,109,6,2,7.2,4.6,29,112,Yes,Gaming,6.8,6,No,,6,2.37,Yes,No,Yes,Low
STU-02982,26,Other,Sports Science,8.2,2.5,98.0,4,104,9,2,10.7,0.8,63,75,No,Entertainment,4.5,8,No,75.8,8,1.82,No,Yes,No,Low
STU-02983,38,Male,Sports Science,5.2,0.3,124.0,6,101,9,2,1.9,5.9,65,150,No,Social Media/Trends,2.3,7,Yes,98.7,3,2.34,No,No,No,Low
STU-02985,42,Other,Fine Arts,5.4,2.2,77.0,6,103,6,5,6.3,7.6,38,112,Yes,Social Media/Trends,2.3,8,Yes,98.7,4,2.09,Yes,No,No,Low
STU-02986,29,Other,Culinary Arts,8.7,1.6,288.0,8,66,5,5,1.9,5.1,45,75,No,News,0.0,8,Yes,79.3,4,2.11,No,No,No,Low
STU-02987,39,Male,Sports Science,7.6,1.1,202.0,7,92,1,2,15.1,3.4,31,112,Yes,Entertainment,6.8,5,No,64.2,4,2.31,Yes,Yes,No,High
STU-02988,59,Other,Biology/Science,5.9,3.8,324.0,9,74,3,5,3.6,6.7,60,38,Yes,News,0.0,10,Yes,89.5,7,2.42,No,Yes,No,Low
STU-02989,60,FEMALE,Computer Science,7.4,3.4,202.0,5,62,4,1,2.8,2.1,49,0,Yes,Education,2.3,1,No,95.5,1,2.25,Yes,Yes,No,High
STU-02990,47,Female,Information Systems,6.2,3.5,217.0,8,61,5,6,3.6,,37,75,Yes,Social Media/Trends,4.5,5,No,100.0,2,2.47,Yes,Yes,Yes,Low
STU-02991,27,Other,Fine Arts,5.4,3.9,196.0,8,77,9,3,15.1,,58,0,No,Social Media/Trends,4.5,6,Yes,89.1,5,2.14,No,Yes,Yes,Low
STU-02992,30,Other,Visual Communication Design,6.9,5.9,192.0,5,101,3,3,11.6,4.6,54,0,Yes,Education,2.3,2,No,75.4,0,2.57,Yes,No,Yes,Low
STU-02994,60,Female,Culinary Arts,7.1,0.8,232.0,6,103,7,4,14.2,6.3,77,0,Yes,Education,6.8,7,No,70.7,4,2.22,Yes,Yes,Yes,Low
STU-02995,64,FEMALE,Biology/Science,5.1,6.9,364.0,8,114,9,5,3.6,2.9,83,75,Yes,Entertainment,0.0,4,Yes,78.1,3,2.52,No,No,Yes,Medium
STU-02999,44,FEMALE,Computer Science,6.5,0.7,359.0,9,106,3,4,11.6,5.9,36,150,No,Gaming,0.0,3,No,81.2,3,2.08,No,No,No,Low
STU-03000,28,Female,Computer Science,7.6,2.0,105.0,4,66,9,3,1.9,1.7,29,38,Yes,,0.0,4,Yes,65.7,1,2.19,No,Yes,No,Medium
STU-03001,41,female,Education,4.6,5.0,147.0,3,119,10,2,11.6,0.4,37,38,Yes,Gaming,0.0,9,Yes,99.1,3,1.83,No,Yes,No,Low
STU-03002,41,Female,Biology/Science,5.5,3.8,447.0,7,110,2,6,4.5,3.8,17,0,Yes,Entertainment,4.5,2,No,77.1,3,2.14,Yes,Yes,Yes,Medium
STU-03003,39,Other,Nursing,7.1,5.8,162.0,3,115,10,1,5.4,7.2,2,0,Yes,Social Media/Trends,13.6,8,Yes,67.5,7,2.13,Yes,Yes,Yes,Medium
STU-03005,64,Male,Computer Science,5.3,5.0,361.0,10,62,2,5,12.5,0.4,64,75,No,Social Media/Trends,2.3,6,Yes,,5,2.55,No,No,No,Low
STU-03006,29,Female,Law,4.2,0.4,344.0,10,96,2,10,8.9,4.6,38,75,No,News,20.5,7,Yes,83.4,4,2.53,Yes,Yes,Yes,Low
STU-03007,47,Female,Electrical Engineering,5.3,1.5,585.0,9,107,4,9,13.4,2.5,29,112,Yes,Education,18.2,7,Yes,85.0,5,2.19,Yes,Yes,Yes,Low
STU-03008,55,Other,Culinary Arts,6.5,3.2,150.0,10,80,3,5,2.8,5.5,44,75,Yes,Social Media/Trends,2.3,3,No,93.7,2,2.91,No,Yes,Yes,Medium
STU-03009,19,Other,Culinary Arts,7.3,4.9,215.0,5,94,3,1,1.9,6.3,97,75,Yes,Social Media/Trends,0.0,8,Yes,80.2,5,2.47,No,No,Yes,Low
STU-03010,58,Female,Education,6.9,3.0,110.0,9,113,8,4,7.2,0.4,21,150,Yes,Education,2.3,5,Yes,89.1,4,2.63,No,Yes,No,High
STU-03011,42,Male,Fine Arts,7.8,5.0,292.0,7,114,8,3,10.7,5.1,50,112,,Social Media/Trends,4.5,1,No,100.0,1,2.59,No,No,Yes,Medium
STU-03012,48,Male,Law,6.4,3.4,423.0,7,73,4,4,13.4,0.4,37,0,Yes,Education,4.5,7,Yes,,5,2.02,Yes,No,Yes,Low
STU-03013,50,Female,Computer Science,5.7,1.3,145.0,2,99,8,4,16.0,3.8,37,0,Yes,Education,6.8,4,No,,6,2.58,Yes,Yes,No,Medium
STU-03014,50,Female,Sports Science,7.7,0.4,181.0,2,89,2,3,9.8,0.0,8,0,No,News,11.4,1,No,99.2,0,3.06,Yes,Yes,No,High
STU-03015,22,Male,Nursing,6.5,3.9,169.0,8,71,7,3,10.7,4.6,54,75,Yes,News,2.3,10,Yes,84.4,2,1.85,No,Yes,Yes,Low
STU-03019,64,Other,Sports Science,6.1,3.0,158.0,6,90,1,4,9.8,1.3,0,0,Yes,Social Media/Trends,0.0,7,No,84.9,1,2.22,No,Yes,Yes,High
STU-03021,18,Other,Computer Science,8.7,2.6,,2,96,2,4,13.4,4.2,42,150,No,Entertainment,2.3,10,No,82.1,5,2.31,No,No,Yes,Low
STU-03022,40,Female,Fine Arts,5.6,1.3,339.0,8,105,1,8,9.8,5.1,20,150,No,Social Media/Trends,9.1,4,No,73.2,5,2.55,Yes,Yes,Yes,Low
STU-03023,23,Female,Other Program,7.7,2.8,140.0,6,113,6,4,1.9,3.4,21,38,No,Gaming,6.8,6,No,58.6,5,2.57,Yes,Yes,Yes,Low
STU-03028,42,Female,Sports Science,7.4,3.9,218.0,7,108,3,4,9.8,2.5,76,75,No,Education,6.8,6,Yes,77.3,6,2.6,Yes,Yes,Yes,Low
STU-03029,61,Other,Information Systems,8.7,0.6,212.0,6,81,6,4,8.1,0.4,0,75,No,Entertainment,9.1,6,No,79.2,8,2.67,No,Yes,No,High
STU-03030,45,Other,Biology/Science,6.8,5.1,596.0,10,102,8,5,8.9,5.1,28,75,No,News,2.3,6,No,67.2,5,2.08,No,Yes,No,Low
STU-03031,43,Other,Information Systems,5.9,2.8,366.0,1,65,8,1,3.6,4.6,43,38,Yes,Entertainment,2.3,9,Yes,74.1,4,2.36,No,No,Yes,Low
STU-03032,55,Male,Law,7.5,1.0,,6,80,9,5,1.9,0.0,76,150,No,Education,13.6,7,No,74.1,8,3.22,Yes,No,Yes,Medium
STU-03033,63,Male,Visual Communication Design,4.8,4.2,291.0,1,82,3,2,11.6,7.2,20,38,Yes,Entertainment,0.0,8,Yes,74.1,5,2.1,No,Yes,Yes,Low
STU-03035,46,Male,Computer Science,3.2,0.6,574.0,9,106,3,8,8.9,7.6,53,112,No,News,9.1,7,Yes,73.7,7,2.31,No,Yes,Yes,Low
STU-03036,49,Female,Information Systems,7.0,2.7,125.0,9,107,1,3,12.5,2.5,51,112,No,Gaming,4.5,10,Yes,90.7,2,1.99,Yes,No,No,Low
STU-03037,40,Other,Culinary Arts,5.9,0.1,295.0,7,74,10,4,7.2,4.2,37,112,No,Social Media/Trends,0.0,5,No,65.1,5,2.02,No,Yes,Yes,Low
STU-03039,57,Female,Law,6.5,3.4,549.0,4,69,9,2,2.8,7.2,24,0,No,Education,0.0,4,No,77.9,3,2.49,No,Yes,Yes,Low
STU-03040,60,Other,Nursing,6.9,2.9,208.0,8,84,1,4,15.1,1.7,32,150,No,News,11.4,2,No,64.7,3,2.69,Yes,Yes,Yes,Medium
STU-03041,64,Other,Medicine,6.1,5.5,585.0,9,82,2,5,8.9,4.2,39,75,Yes,Social Media/Trends,2.3,6,No,89.1,4,2.63,Yes,Yes,No,Medium
STU-03042,35,Male,Fine Arts,6.6,3.5,273.0,9,113,2,6,12.5,0.4,25,112,Yes,Education,4.5,8,Yes,,2,2.22,No,No,Yes,Low
STU-03043,26,Other,Computer Science,6.4,5.8,165.0,2,113,5,1,1.0,2.5,20,38,Yes,Gaming,9.1,4,No,85.5,4,2.41,Yes,No,No,High
STU-03044,61,Other,Other Program,7.2,0.3,101.0,1,71,4,1,7.2,2.5,41,0,No,Social Media/Trends,0.0,4,No,81.3,0,2.83,No,No,No,Medium
STU-03047,57,Other,Education,5.9,5.0,219.0,9,60,1,3,10.7,7.6,57,112,No,Education,0.0,4,No,86.3,3,1.93,No,Yes,No,Low
STU-03048,42,Male,Information Systems,4.4,1.7,432.0,10,106,4,9,10.7,2.1,13,150,No,News,20.5,9,Yes,76.1,3,2.51,Yes,Yes,No,Low
STU-03050,35,Male,Law,8.3,2.3,265.0,4,70,1,4,9.8,,5,0,No,Gaming,6.8,1,No,92.6,1,2.7,Yes,Yes,Yes,High
STU-03051,34,Male,Nursing,7.5,1.9,337.0,4,97,3,3,13.4,3.4,27,0,No,Education,11.4,2,No,89.0,2,3.2,Yes,Yes,No,High
STU-03052,42,Male,Culinary Arts,7.4,1.8,309.0,2,71,5,2,3.6,0.0,13,150,Yes,Education,2.3,4,No,76.5,4,2.95,No,Yes,No,High
STU-03054,44,Female,Sports Science,6.8,3.2,153.0,7,104,8,3,7.2,0.0,31,75,Yes,Education,13.6,10,Yes,77.5,4,2.55,Yes,Yes,Yes,Medium
STU-03055,47,FEMALE,Law,5.4,0.8,427.0,3,83,7,2,3.6,0.4,34,150,Yes,Entertainment,9.1,3,No,95.9,1,2.99,Yes,No,Yes,High
STU-03056,52,FEMALE,Nursing,5.3,0.4,334.0,2,106,6,2,15.1,7.6,42,75,Yes,News,6.8,9,Yes,57.3,5,1.69,Yes,Yes,Yes,Low
STU-03057,44,Other,Other Program,7.0,3.3,244.0,8,65,10,4,9.8,,19,75,No,Entertainment,0.0,7,No,75.8,2,1.75,Yes,Yes,No,Low
STU-03059,40,Female,Sports Science,7.3,4.4,209.0,8,86,1,5,5.4,2.5,35,75,Yes,Social Media/Trends,0.0,5,No,78.0,8,2.18,No,Yes,No,High
STU-03060,27,Other,Sports Science,8.9,3.6,227.0,9,64,2,4,1.9,0.0,68,150,Yes,Gaming,4.5,4,No,79.1,3,2.21,Yes,No,No,High
STU-03061,43,Other,Sports Science,8.9,1.5,185.0,9,74,4,5,7.2,2.9,74,0,Yes,Education,6.8,4,Yes,72.7,3,2.02,Yes,No,Yes,High
STU-03062,43,Male,Education,10.3,5.6,253.0,2,90,8,1,14.2,2.5,50,0,,Gaming,6.8,7,No,70.6,3,2.15,Yes,No,Yes,Medium
STU-03063,33,Other,Information Systems,7.0,1.9,227.0,4,84,2,3,3.6,6.3,18,38,Yes,News,4.5,8,Yes,67.5,3,2.12,Yes,Yes,No,Low
STU-03064,18,Other,Electrical Engineering,5.2,2.4,311.0,7,95,5,3,7.2,6.3,38,0,Yes,News,6.8,9,Yes,81.1,3,2.42,Yes,Yes,No,Low
STU-03065,44,Other,Other Program,6.7,1.4,168.0,10,112,6,4,14.2,3.8,33,0,Yes,News,4.5,1,No,80.8,1,2.68,Yes,No,No,High
STU-03066,30,Female,Sports Science,6.2,6.8,,1,95,2,1,2.8,2.9,16,112,No,Education,4.5,10,Yes,61.6,6,1.69,Yes,Yes,Yes,Low
STU-03068,49,male,Law,4.5,0.9,359.0,9,118,2,8,13.4,7.6,6,75,No,Entertainment,13.6,2,Yes,98.4,3,2.8,Yes,Yes,No,Medium
STU-03069,50,MALE,Law,8.3,5.4,531.0,10,99,2,4,8.9,7.6,29,75,Yes,Education,0.0,4,No,82.5,1,2.31,No,No,Yes,Medium
STU-03070,47,Female,Information Systems,4.5,2.7,514.0,10,94,1,8,11.6,7.6,20,150,No,News,9.1,8,Yes,67.0,4,2.17,Yes,Yes,Yes,Low
STU-03071,49,Female,Fine Arts,7.7,2.1,136.0,5,79,3,2,9.8,5.1,8,75,Yes,News,4.5,5,No,65.7,3,3.0,No,No,No,High
STU-03074,35,FEMALE,Nursing,8.1,4.8,370.0,3,70,10,1,3.6,1.3,33,112,No,Social Media/Trends,0.0,7,Yes,92.3,4,2.27,No,No,Yes,Medium
STU-03075,18,Male,Biology/Science,8.2,0.6,563.0,6,85,1,2,11.6,6.3,67,150,Yes,Gaming,13.6,2,No,74.6,0,3.03,Yes,No,No,High
STU-03076,59,Male,Sports Science,5.6,3.1,254.0,5,98,5,4,13.4,4.2,28,0,Yes,Gaming,4.5,6,No,88.1,1,2.23,No,Yes,Yes,Medium
STU-03077,50,Other,Visual Communication Design,6.6,5.9,59.0,6,93,6,3,4.5,2.5,69,112,Yes,Entertainment,0.0,6,No,63.5,0,2.39,No,Yes,No,Low
STU-03078,36,Female,Nursing,4.9,1.1,312.0,9,113,3,10,8.1,6.3,49,150,Yes,News,18.2,5,Yes,80.2,1,2.81,Yes,Yes,Yes,Low
STU-03079,45,Male,Information Systems,7.6,1.9,144.0,2,114,8,1,7.2,5.1,36,150,No,Entertainment,2.3,8,Yes,85.3,7,2.69,No,No,Yes,Medium
STU-03080,30,Female,Education,7.4,2.4,87.0,6,91,9,2,11.6,2.5,23,38,Yes,Education,4.5,3,No,86.2,3,2.51,Yes,Yes,Yes,High
STU-03081,56,female,Nursing,6.9,2.3,,8,77,5,6,2.8,0.0,44,150,Yes,Education,11.4,4,No,60.8,1,2.41,Yes,Yes,Yes,Low
STU-03082,43,Other,Sports Science,5.3,7.1,197.0,2,117,8,4,3.6,5.9,99,112,Yes,Social Media/Trends,6.8,7,Yes,89.2,0,2.14,Yes,No,No,Low
STU-03083,38,Male,Law,6.8,2.0,441.0,8,61,9,5,8.1,8.0,65,0,No,Entertainment,9.1,6,No,78.8,6,2.45,Yes,No,Yes,Low
STU-03084,40,Female,Law,6.1,1.4,319.0,6,107,7,4,1.9,2.5,8,112,,Gaming,4.5,5,No,98.5,1,2.25,Yes,Yes,No,Low
STU-03085,62,Other,Information Systems,7.5,0.6,265.0,9,76,9,4,12.5,2.9,17,150,No,Education,0.0,4,No,80.1,3,2.1,Yes,No,No,Medium
STU-03088,57,Female,Sports Science,5.6,4.5,218.0,3,107,2,2,9.8,0.8,0,150,Yes,Gaming,9.1,9,Yes,,3,2.28,Yes,No,No,Medium
STU-03089,45,Female,Fine Arts,6.6,3.0,72.0,1,66,9,2,3.6,6.7,9,0,No,Education,0.0,4,Yes,89.2,4,2.3,No,No,Yes,Low
STU-03090,19,Other,Computer Science,7.1,1.3,314.0,8,115,7,3,15.1,4.2,49,112,Yes,Social Media/Trends,11.4,9,Yes,82.7,3,2.35,Yes,No,Yes,Medium
STU-03091,29,Female,Computer Science,6.2,2.5,156.0,10,61,2,5,8.399999999999999,2.9,63,112,No,Social Media/Trends,11.4,4,Yes,64.8,7,3.0,Yes,No,Yes,Low
STU-03092,29,Female,Law,4.2,0.4,344.0,10,96,2,10,8.9,4.6,38,75,No,News,20.5,7,Yes,83.4,4,2.53,Yes,Yes,Yes,Low
STU-03093,41,Male,Biology/Science,7.7,0.9,485.0,6,61,8,4,1.9,7.6,76,112,Yes,Gaming,2.3,5,No,87.6,4,1.99,No,No,Yes,Low
STU-03094,43,Other,Sports Science,9.5,0.7,198.0,10,72,6,7,7.2,4.6,60,38,No,Social Media/Trends,4.5,3,No,88.2,1,2.24,No,No,Yes,Medium
STU-03095,37 yrs,Male,Medicine,7.7,3.5,453.0,9,81,5,5,4.5,5.5,3,38,No,Entertainment,4.5,10,No,95.3,4,2.54,Yes,No,Yes,Low
STU-03096,34,Female,Sports Science,8.3,2.1,247.0,9,109,9,6,8.1,3.4,9,112,No,Social Media/Trends,6.8,9,No,72.3,2,2.31,No,Yes,No,Low
STU-03098,39,Other,Other Program,8.8,4.1,31.0,3,62,10,1,12.5,5.9,56,75,No,Social Media/Trends,2.3,2,No,86.2,5,2.25,No,No,No,Medium
STU-03099,40,Other,Visual Communication Design,5.2,1.6,278.0,10,73,10,7,8.9,4.6,46,75,Yes,Entertainment,9.1,7,Yes,74.0,4,2.55,Yes,Yes,Yes,Low
STU-03102,24,Male,Sports Science,8.2,0.0,154.0,2,70,1,1,7.2,6.3,28,150,Yes,News,0.0,8,Yes,81.1,3,2.0,No,Yes,No,Medium
STU-03105,42,Other,Visual Communication Design,6.9,0.0,100.0,1,98,9,1,6.3,,30,150,No,Entertainment,2.3,7,Yes,79.5,6,2.06,No,No,Yes,Medium
STU-03106,47,Other,Fine Arts,7.1,1.1,173.0,8,117,6,3,4.5,2.5,0,75,Yes,Entertainment,4.5,7,Yes,59.0,3,2.53,Yes,No,Yes,Medium
STU-03107,26,Other,Computer Science,6.9,1.6,,9,93,9,3,6.3,1.7,29,112,No,Social Media/Trends,9.1,8,Yes,80.1,8,1.83,Yes,No,Yes,Low
STU-03108,21,Female,Education,6.7,0.1,195.0,2,79,3,1,9.8,1.7,8,38,No,News,0.0,5,Yes,80.0,1,2.32,Yes,No,No,Low
STU-03109,53,Other,Fine Arts,5.7,2.7,248.0,4,112,2,4,15.1,3.4,2,75,Yes,Entertainment,2.3,9,Yes,89.6,4,2.23,No,Yes,Yes,Medium
STU-03110,61,Other,Information Systems,5.5,6.6,356.0,4,70,2,2,8.1,7.6,25,150,No,Gaming,4.5,6,Yes,82.0,8,2.23,No,No,Yes,Low
STU-03111,64,Male,Electrical Engineering,7.6,2.0,537.0,1,91,1,2,4.5,7.2,0,38,Yes,News,,7,No,74.7,1,2.43,Yes,No,Yes,Medium
STU-03113,34,Other,Electrical Engineering,5.7,0.8,426.0,9,112,4,9,10.7,3.4,14,75,Yes,Gaming,18.2,4,No,73.3,3,2.58,Yes,Yes,Yes,Medium
STU-03114,61,Male,Biology/Science,7.5,1.9,467.0,8,74,6,5,8.1,0.4,49,75,Yes,Social Media/Trends,2.3,10,Yes,83.0,3,1.88,Yes,Yes,Yes,High
STU-03115,42,Other,Law,5.2,0.5,571.0,10,113,1,10,11.6,3.4,53,112,No,Education,20.5,10,Yes,66.8,6,2.02,Yes,Yes,Yes,Low
STU-03116,61,Male,Culinary Arts,7.3,3.9,217.0,3,73,6,3,9.8,5.9,23,38,Yes,News,9.1,3,No,92.8,3,2.11,Yes,Yes,Yes,Medium
STU-03118,46,Other,Sports Science,7.9,7.7,244.0,4,100,4,3,14.2,4.2,24,150,No,Education,9.1,3,Yes,85.5,2,2.25,Yes,Yes,No,Low
STU-03119,26,Other,Fine Arts,7.1,2.7,225.0,9,85,7,4,9.8,3.4,48,38,No,Education,0.0,5,No,62.3,3,2.25,No,Yes,Yes,Low
STU-03120,21,Female,Nursing,6.8,0.4,142.0,3,65,7,3,6.3,8.0,18,112,Yes,Entertainment,0.0,4,No,89.5,5,2.93,No,No,Yes,High
STU-03121,42,female,Nursing,6.3,3.6,287.0,4,118,10,3,15.1,3.4,49,75,Yes,Social Media/Trends,0.0,5,No,86.4,5,2.73,No,Yes,No,Low
STU-03123,34,Male,Visual Communication Design,7.0,0.4,158.0,5,113,2,3,1.9,0.4,19,112,Yes,Social Media/Trends,6.8,3,No,83.5,3,2.6,Yes,Yes,Yes,High
STU-03124,39,Female,Biology/Science,4.4,0.4,412.0,8,117,4,10,11.6,5.5,69,112,Yes,Social Media/Trends,13.6,1,No,82.8,3,2.75,No,No,No,Low
STU-03125,62,Male,Electrical Engineering,6.3,1.1,508.0,10,100,7,5,8.9,5.5,95,38,No,Entertainment,,5,Yes,58.2,0,2.09,No,Yes,No,Low
STU-03126,42,Female,Information Systems,7.0,3.5,313.0,7,101,1,5,15.1,2.1,30,75,Yes,Social Media/Trends,2.3,5,No,68.2,6,1.9,Yes,No,Yes,Medium
STU-03127,46,Male,Fine Arts,6.4,4.1,246.0,9,63,8,4,6.3,2.5,17,75,No,Education,0.0,9,Yes,60.8,7,1.61,No,Yes,Yes,Low
STU-03128,40,Male,Biology/Science,6.3,1.7,280.0,3,69,10,4,14.2,7.6,7,0,,Social Media/Trends,2.3,8,Yes,91.7,6,2.57,No,Yes,No,Low
STU-03129,40,Male,Fine Arts,7.7,1.9,70.0,10,69,1,5,6.3,4.6,87,75,No,Education,9.1,5,No,83.8,5,2.76,Yes,Yes,Yes,Low
STU-03130,64,Female,Nursing,5.2,2.1,370.0,6,97,1,4,2.8,4.6,53,0,No,Social Media/Trends,0.0,4,Yes,86.7,7,2.29,Yes,No,No,Low
STU-03131,44,Male,Visual Communication Design,9.7,3.6,162.0,8,115,5,2,8.9,2.9,99,38,No,Gaming,4.5,4,No,69.0,4,2.61,No,No,Yes,High
STU-03132,62,Female,Fine Arts,5.6,1.7,130.0,8,76,6,3,15.1,7.6,11,75,No,Education,6.8,9,Yes,82.6,5,2.45,Yes,No,Yes,Low
